route,carrier,year,n_markets,q_flown,q_best,opt_over_flown,best_dep
CLE-MSY,NK,2017,15,0.01103,0.03226,2.925,720
TPA-SFO,UA,2017,47,0.05719,0.07903,1.382,120
YVR-NGO,AC,2017,44,0.02644,0.20555,7.774,1200
CGK-MKW,ID,2017,3,0.04871,0.06569,1.349,120
CTU-SYD,CA,2017,45,0.42413,0.45822,1.08,1200
BCN-ICN,KE,2017,90,0.30779,0.32602,1.059,1320
HAK-KUL,MH,2017,39,0.32515,0.36867,1.134,600
AMQ-MDC,IN,2017,7,0.01405,0.16997,12.098,120
NAO-TSN,GX,2017,26,0.34355,0.65902,1.918,600
XNN-HIA,GJ,2017,8,0.0,0.01383,,720
CGY-TAG,DG,2017,1,0.03833,0.03833,1.0,
PAD-FRA,LH,2017,199,0.58692,0.58879,1.003,480
LCY-FAO,BA,2017,6,0.01991,0.02371,1.191,120
AEY-CNP,FNA,2017,1,1.0,1.0,1.0,
MQN-OSL,WF,2017,54,0.54098,0.6548,1.21,360
NUE-IBZ,ST,2017,4,0.00735,0.03423,4.658,360
LGW-LIG,BA,2017,2,0.00745,0.12619,16.941,240
BEG-MLA,W6,2017,2,0.01679,0.0612,3.646,600
IBZ-TSF,FR,2017,12,0.08023,0.13058,1.628,480
TRN-SVQ,0B,2017,6,0.00766,0.07841,10.237,480
DBV-LTN,U2,2017,15,0.24601,0.32179,1.308,720
BIU-RKV,FEI,2017,4,0.95302,1.0,1.049,0
SKN-LKN,WF,2017,2,0.27039,0.82988,3.069,720
TRN-LIS,0B,2017,44,0.15188,0.26723,1.76,360
HAM-KTW,FR,2017,5,0.0,0.10502,,960
MSQ-BGW,IA,2017,14,0.1431,0.28998,2.026,360
OZZ-CRL,TB,2017,22,0.87465,0.88667,1.014,600
SXF-VRN,FR,2017,22,0.00297,0.03745,12.606,360
NTE-ALC,V7,2017,4,0.05228,0.0929,1.777,240
BCN-LHE,PK,2017,11,0.46514,0.46514,1.0,
SSH-FRA,SM,2017,108,0.19103,0.38127,1.996,240
IST-ASM,TK,2017,1,0.0,0.0439,,840
BLR-AMS,9W,2017,150,0.17349,0.23449,1.352,1320
KRK-MMX,FR,2017,6,0.51869,0.58624,1.13,720
VLC-MXP,FR,2017,66,0.01718,0.04558,2.653,600
UUA-NJC,RT,2017,2,1.0,1.0,1.0,
DUB-DOH,QR,2017,75,0.09253,0.1829,1.977,1080
KZN-PEE,RT,2017,1,0.21476,0.89925,4.187,600
LJU-KBP,JP,2017,18,0.00392,0.20045,51.186,600
RAK-FNI,FR,2017,2,0.0,0.0457,,360
LMM-CUU,A7,2017,4,0.73442,1.0,1.362,0
HAV-TPA,WN,2017,56,0.52684,0.76509,1.452,240
MTY-ICN,AM,2017,103,0.69439,0.82266,1.185,1320
HAV-EWR,UA,2017,70,0.31399,0.32317,1.029,840
QRO-ATL,AM,2017,127,0.3186,0.34763,1.091,240
RAH-HAS,,2017,4,0.42882,0.64558,1.505,720
MED-HAS,,2017,4,0.7441,0.74666,1.003,720
ALB-DEN,WN,2017,79,0.21712,0.33785,1.556,360
AUS-MCI,WN,2017,18,0.02126,0.04841,2.277,840
STN-LIN,BA,2017,19,0.01517,0.0748,4.932,360
ALC-ABZ,FR,2017,10,0.12717,0.16807,1.322,480
FEZ-CDG,3O,2017,129,0.20708,0.40803,1.97,240
KIV-CDG,5F,2017,213,0.06403,0.10383,1.622,240
NAP-LIS,FR,2017,40,0.22908,0.25296,1.104,480
NQY-DSA,BE,2017,13,0.06616,0.56779,8.582,600
NAP-CRL,FR,2017,6,0.07023,0.07272,1.035,120
KTW-SSH,SM,2017,6,0.1597,0.76242,4.774,360
FAO-FMO,ST,2017,5,0.03819,0.03819,1.0,
TLS-DJE,BJ,2017,1,0.00294,0.01951,6.627,720
KBP-BUD,PS,2017,52,0.01167,0.0729,6.245,120
KWI-SNN,KU,2017,12,0.00575,0.01563,2.719,1320
VLC-EDI,FR,2017,13,0.05987,0.32661,5.455,720
BIM-MLB,7Q,2017,3,0.04358,0.29153,6.689,720
FLL-BZE,WN,2017,13,0.96156,0.96228,1.001,480
USH-BHI,AR,2017,1,0.51447,0.82715,1.608,360
BOS-BOG,AV,2017,41,0.46877,0.46877,1.0,
CCA-CBB,OB,2017,8,0.71347,1.0,1.402,0
HAV-MCO,B6,2017,78,0.70162,0.70162,1.0,
JFK-HAV,B6,2017,19,0.14525,0.20304,1.398,0
MZL-EOH,VE,2017,2,0.0,1.0,,0
DJH-DCG,J6,2017,2,0.0,1.0,,0
ELQ-AHB,XY,2017,1,0.0,0.52513,,240
IPI-CLO,9R,2017,11,0.88833,0.97284,1.095,0
BIL-DFW,AA,2017,108,0.32079,0.52602,1.64,360
SFB-SDF,G4,2017,8,0.04037,0.07341,1.818,240
VLC-NAP,FR,2017,11,0.06946,0.07412,1.067,960
DBV-NTE,V7,2017,9,0.36117,0.72502,2.007,120
LCY-EGC,BA,2017,1,0.0,0.00603,,720
BUD-CLJ,W6,2017,3,0.92341,0.93044,1.008,240
CRA-MAD,W6,2017,72,0.6116,0.8778,1.435,360
MRV-AYT,KK,2017,25,0.40083,0.48647,1.214,120
IST-HAV,TK,2017,22,0.10865,0.17761,1.635,840
LBA-SXF,LS,2017,64,0.13001,0.17737,1.364,840
LCA-DUB,CO,2017,42,0.10097,0.14431,1.429,0
VIE-LAX,OS,2017,63,0.24441,0.37743,1.544,1200
VLC-RAK,FR,2017,2,0.0,0.00493,,480
IGD-SAW,TK,2017,56,0.18548,0.48618,2.621,480
DUB-MIA,EI,2017,84,0.10217,0.25811,2.526,120
GLA-SEN,BE,2017,13,0.15419,0.20175,1.308,240
BEY-ORY,TO,2017,61,0.23677,0.3529,1.49,240
KVK-SVO,D2,2017,92,0.63536,0.72939,1.148,360
CRA-TLV,W6,2017,14,0.48682,0.74071,1.522,720
LIS-ABJ,TP,2017,12,0.02368,0.35892,15.157,240
KRK-NUE,FR,2017,12,0.05494,0.05494,1.0,
CGN-BRS,FR,2017,23,0.02831,0.05568,1.967,600
IEV-CPH,W6,2017,69,0.48865,0.7659,1.567,480
TZA-PLJ,9N,2017,5,0.4053,0.4053,1.0,
BZE-PND,9N,2017,2,0.0,0.06119,,840
LAX-OAX,Y4,2017,1,0.00317,0.00915,2.887,480
BSA-DXB,3J,2017,156,0.83344,0.98529,1.182,1320
CUA-LMM,A7,2017,3,0.36782,1.0,2.719,120
BJX-SJD,A7,2017,11,0.19801,0.4036,2.038,600
DTW-OAK,NK,2017,15,0.00566,0.04065,7.186,240
PHX-SAF,AA,2017,2,0.0,0.06082,,240
SFB-CLE,G4,2017,15,0.0531,0.1031,1.942,720
YYZ-SAV,AC,2017,1,0.00256,0.00503,1.965,840
FLL-IAD,UA,2017,76,0.08982,0.10905,1.214,840
DFW-ELD,9X,2017,1,0.0,1.0,,0
PIE-SDF,G4,2017,8,0.02608,0.06333,2.428,840
GEG-DFW,AA,2017,127,0.33033,0.38143,1.155,360
LAX-SIN,UA,2017,56,0.19712,0.26786,1.359,840
TOL-CLT,AA,2017,67,0.70768,0.728,1.029,360
SFO-GEG,UA,2017,3,0.00109,0.00419,3.848,240
AUS-ONT,F9,2017,7,0.00119,0.00677,5.663,240
MIA-OMA,AA,2017,8,0.00341,0.01083,3.181,120
KTJ-ASV,SBK,2017,1,0.0,1.0,,0
NBO-VFA,KQ,2017,2,0.05373,0.12255,2.281,480
FIH-ABJ,HF,2017,13,0.3667,0.55901,1.524,360
MRE-MYD,SBK,2017,1,0.0,0.01951,,360
EVN-SSH,SM,2017,4,0.45743,0.62851,1.374,240
PGD-DAY,G4,2017,5,0.04452,0.15055,3.382,240
VPY-BEW,TM,2017,4,0.48262,0.5526,1.145,360
BRU-FEZ,3O,2017,2,0.00329,0.00744,2.263,120
DJB-KNO,IW,2017,6,0.06703,0.98906,14.755,0
JJN-XIY,ZH,2017,40,0.08416,0.31826,3.782,360
TAG-CEB,AO,2017,24,0.76597,0.78246,1.022,0
ZUH-DAX,CA,2017,8,0.3319,0.3319,1.0,
PQC-BKK,PG,2017,112,0.47719,0.48303,1.012,1320
LLF-CKG,G5,2017,48,0.70901,0.81458,1.149,240
XIY-DPS,JT,2017,29,0.22173,0.3124,1.409,120
DMK-CZX,SL,2017,6,0.00435,0.02376,5.461,480
JDZ-TAO,SC,2017,25,0.83069,0.92127,1.109,240
CDE-JNG,DZ,2017,6,0.0,0.85714,,480
TAO-HNY,MU,2017,3,0.01474,0.11819,8.019,600
IAD-DEL,AI,2017,68,0.37871,0.38181,1.008,720
SWA-XIY,MU,2017,41,0.05596,0.2956,5.282,360
KWE-XIC,3U,2017,1,0.0,0.00728,,480
TXN-KWL,GT,2017,11,0.18505,0.38218,2.065,360
BNE-SZX,HU,2017,97,0.1208,0.3754,3.108,1320
MMM-BNE,JG,2017,34,0.87572,0.94973,1.085,120
VTZ-CMB,UL,2017,11,0.35506,0.53325,1.502,240
PEK-ATH,CA,2017,82,0.30317,0.39421,1.3,1080
PVD-DUB,D8,2017,102,0.41254,0.5815,1.41,120
ONT-SAT,F9,2017,26,0.03093,0.03218,1.04,600
DUS-SSH,SM,2017,6,0.0099,0.02032,2.053,360
DRS-AGP,ST,2017,10,9e-05,0.61535,6994.162,360
CFR-TLS,V7,2017,17,0.16383,0.41343,2.524,600
LUZ-LPL,W6,2017,16,0.1546,0.39127,2.531,240
AMS-FNA,KL,2017,5,0.0,0.24916,,600
BUD-SJJ,W6,2017,4,0.16111,0.40474,2.512,1080
STN-FLR,BA,2017,7,0.00162,0.02193,13.542,240
DUB-YVR,AC,2017,47,0.37979,0.66443,1.749,1320
IST-EDO,TK,2017,1,0.00114,0.00815,7.131,1200
HEL-SFO,AY,2017,49,0.37033,0.43435,1.173,1320
LUX-BGY,FR,2017,42,0.15116,0.24995,1.654,240
PEX-SCW,KO,2017,3,0.79412,1.0,1.259,0
CTG-AMS,KL,2017,159,0.7219,0.84917,1.176,0
OTP-BOD,0B,2017,11,0.0257,0.07014,2.729,120
VKO-TIV,DP,2017,3,0.04346,0.16516,3.8,240
VOZ-DXB,FZ,2017,78,0.78245,0.81821,1.046,960
CPH-DEL,AI,2017,65,0.40639,0.40639,1.0,
MAA-CDG,9W,2017,132,0.10454,0.12834,1.228,0
PIT-KEF,WW,2017,22,0.04286,0.15534,3.625,0
KZN-NJC,RT,2017,2,0.00126,0.30124,238.724,360
HAV-CLT,AA,2017,92,0.82917,0.86259,1.04,240
GEL-POA,AD,2017,11,0.89012,0.99233,1.115,0
LAP-CUU,A7,2017,4,0.41749,0.44308,1.061,240
SDF-FLL,G4,2017,43,0.14147,0.17713,1.252,240
SBP-SEA,AS,2017,38,0.46114,0.512,1.11,240
NGB-TNA,MU,2017,11,0.03815,0.042,1.101,480
TAO-YVR,JD,2017,55,0.72517,0.75878,1.046,1200
ENH-KMG,DR,2017,40,0.7826,0.96415,1.232,240
CXR-KWE,BL,2017,39,0.03727,0.20524,5.507,480
NAO-NNG,GX,2017,19,0.2528,0.53315,2.109,480
XFN-HFE,JR,2017,10,0.51843,0.66763,1.288,360
ROB-AMS,KL,2017,123,0.65439,0.69463,1.061,120
NUE-MAD,FR,2017,70,0.13587,0.28439,2.093,480
NCL-MAD,FR,2017,74,0.03948,0.14896,3.773,480
MSQ-GOJ,B2,2017,4,0.00388,0.0215,5.538,480
MHH-TCB,UP,2017,1,1.0,1.0,1.0,
PHX-MFR,AA,2017,2,0.00271,0.00469,1.73,480
DCA-XNA,AA,2017,5,0.00151,0.01204,7.96,240
SFO-STS,UA,2017,4,0.03139,0.05995,1.91,600
PVD-DEN,F9,2017,80,0.3481,0.38858,1.116,360
DTW-SNA,DL,2017,7,0.00419,0.00696,1.662,360
TUN-CZL,TU,2017,9,0.45882,0.68361,1.49,360
RAK-TSF,FR,2017,16,0.05769,0.12967,2.248,480
KUL-KOS,AK,2017,2,0.01073,0.0313,2.918,840
DMK-DAD,FD,2017,17,0.05553,0.10793,1.944,360
CAN-HUZ,HU,2017,7,8e-05,0.00264,33.27,120
NDC-HYD,TRJ,2017,26,0.90503,0.99848,1.103,1320
BBI-IXR,I5,2017,3,0.14277,0.30936,2.167,480
CZX-CXR,VN,2017,1,0.46705,0.91231,1.953,120
MLG-BDO,IW,2017,10,0.02382,0.02382,1.0,
HYN-ZUH,Y8,2017,7,0.01641,0.22583,13.765,840
TSN-GXH,TV,2017,2,0.0,0.12771,,360
JUH-NGB,FU,2017,46,0.187,0.20173,1.079,720
DPS-HGH,JT,2017,61,0.0266,0.0627,2.357,0
CIH-WUH,CZ,2017,49,0.30036,0.42811,1.425,480
DGT-DVO,DG,2017,1,0.0,0.0177,,720
CKG-MEL,GS,2017,26,0.27347,0.30186,1.104,1200
KRL-LHW,CA,2017,33,0.04191,0.18723,4.468,480
SHE-INC,MU,2017,13,0.00918,0.08263,8.999,600
CGQ-JNG,FM,2017,6,0.01137,0.02703,2.378,960
HFE-URC,SC,2017,27,0.46149,0.85862,1.861,840
CTU-HMI,CA,2017,2,0.66596,0.69074,1.037,480
SJW-ZYI,NS,2017,8,0.00202,0.00433,2.142,360
SVX-KGD,U6,2017,1,0.0,0.01277,,600
SMF-GEG,WN,2017,2,0.0,0.00612,,240
ORF-BOS,DL,2017,52,0.16488,0.26444,1.604,840
SWF-EDI,D8,2017,59,0.69418,0.70514,1.016,1320
YPN-YZV,DU,2017,7,1.0,1.0,1.0,
NZL-HLD,G5,2017,7,0.8179,1.0,1.223,360
PVG-MEX,AM,2017,78,0.41918,0.46331,1.105,960
ENH-TSN,DR,2017,26,0.49854,0.52069,1.044,240
WNZ-BHY,SC,2017,2,0.0007,0.0066,9.443,240
DLC-WDS,CA,2017,4,0.0,0.00701,,840
CAN-LHE,NL,2017,24,0.08768,0.16476,1.879,840
DOY-SZX,DZ,2017,22,0.02188,0.20406,9.328,360
FCO-LPL,0B,2017,9,0.02068,0.08683,4.199,600
RHO-BRE,ST,2017,11,0.00371,0.01913,5.153,120
SZG-BRU,EW,2017,63,0.0331,0.12726,3.845,480
IEV-BCN,VY,2017,50,0.87141,0.87141,1.0,
FSC-CFR,V7,2017,1,1.0,1.0,1.0,
ZAG-ARN,OU,2017,36,0.59191,0.59472,1.005,600
KTW-LIS,W6,2017,44,0.09368,0.27488,2.934,360
KGS-DME,S7,2017,67,0.87602,0.91847,1.048,720
PMO-LHR,BA,2017,71,0.28025,0.42405,1.513,360
SSH-WAW,SM,2017,55,0.23503,0.3044,1.295,480
LTN-IOM,U2,2017,6,0.27924,0.27924,1.0,
IBZ-NAP,U2,2017,12,0.00466,0.48195,103.505,960
GOA-FRA,LH,2017,141,0.29839,0.35967,1.205,480
WRO-CRL,FR,2017,35,0.10922,0.20319,1.86,240
FEZ-FCO,3O,2017,87,0.4089,0.44219,1.081,360
BRE-FEZ,FR,2017,1,0.0,0.06528,,0
OMR-STN,FR,2017,34,0.90183,0.98725,1.095,120
FEZ-SXB,3O,2017,6,0.00351,0.01026,2.92,120
LMM-LAP,A7,2017,3,0.33023,0.33976,1.029,720
MCO-REC,AD,2017,17,0.22578,0.30959,1.371,0
KKS-KIH,B9,2017,1,1.0,1.0,1.0,
PHX-STS,AA,2017,2,0.00404,0.00427,1.056,600
JST-PIT,9X,2017,39,0.39654,0.56252,1.419,240
COR-MVD,Z8,2017,5,0.02445,0.12943,5.293,480
COS-SAN,F9,2017,11,0.02705,0.03234,1.196,840
SJC-TUS,AS,2017,8,0.0018,0.00981,5.464,240
KOA-NRT,JL,2017,82,0.22529,0.6983,3.1,0
MBA-WIL,OW,2017,7,0.7238,0.84019,1.161,720
GOM-FMI,8Z,2017,2,1.0,1.0,1.0,
KAD-ADD,ET,2017,36,0.53834,0.897,1.666,960
RAQ-UPG,IW,2017,31,0.78408,0.98042,1.25,120
LLV-CTU,EU,2017,57,0.29364,0.52988,1.805,120
AXF-INC,JR,2017,35,0.76623,0.99843,1.303,360
TSN-JUH,GX,2017,6,0.0,0.24297,,360
IXY-BOM,SG,2017,51,0.8588,0.94506,1.1,1080
PKY-SMQ,IW,2017,4,0.4019,0.80163,1.995,480
KHN-REP,ZA,2017,23,0.11659,0.15094,1.295,720
XIY-JUH,FU,2017,6,0.00711,0.03176,4.464,720
PNK-UPG,JT,2017,17,0.87395,0.94619,1.083,1320
CEI-CSX,SL,2017,44,0.19441,0.53543,2.754,360
CGO-HUZ,CZ,2017,1,0.001,0.0087,8.726,1080
KHV-SYX,Y7,2017,15,0.03941,0.17973,4.56,240
XNN-DYG,CZ,2017,14,0.00808,0.06122,7.58,480
NKG-KUL,MH,2017,39,0.44542,0.47771,1.072,120
TKG-DJB,IW,2017,2,0.33333,0.75589,2.268,240
BSO-CRK,PR,2017,4,0.01566,0.10867,6.941,480
PVG-AVA,9C,2017,4,0.0,0.00652,,840
WMT-KWE,GY,2017,45,0.81116,0.98809,1.218,600
YKH-WEF,9H,2017,4,0.32847,0.6247,1.902,720
MEB-OAG,FC,2017,1,1.0,1.0,1.0,
SZX-MEL,CZ,2017,27,0.3013,0.43848,1.455,1320
XMN-INC,MF,2017,6,0.04529,0.04529,1.0,
CTU-WNH,3U,2017,2,0.03669,0.08657,2.36,1080
AYT-AMM,PC,2017,26,0.45191,0.55531,1.229,1080
DUS-BOD,A5,2017,11,0.00484,0.00733,1.514,360
BGW-VKO,IA,2017,45,0.56757,0.70989,1.251,720
HAM-NTE,A5,2017,12,0.02451,0.02779,1.134,960
SHJ-OHS,G9,2017,1,1.0,1.0,1.0,
YEG-YXS,9M,2017,2,1.0,1.0,1.0,
KOA-HND,HA,2017,70,0.76212,0.8367,1.098,1320
JAX-CLE,G4,2017,13,0.00899,0.01228,1.366,720
IND-SLC,DL,2017,47,0.13264,0.14484,1.092,360
BWI-JST,9X,2017,2,0.00073,0.47748,655.574,240
YGV-ZGS,DU,2017,3,0.75,1.0,1.333,240
HRE-KGL,WB,2017,9,0.24057,0.49131,2.042,360
MBA-UKA,RRV,2017,2,1.0,1.0,1.0,
ALG-ABJ,AH,2017,10,0.08153,0.54408,6.674,720
LIS-LFW,TP,2017,10,0.00281,0.2454,87.276,240
FOC-SHE,DR,2017,12,0.00145,0.04799,33.027,840
TXN-SHE,JD,2017,11,0.06172,0.38829,6.291,480
TAG-ICN,2P,2017,78,0.36416,0.53027,1.456,120
ZYI-DAD,VN,2017,10,0.29789,0.48586,1.631,240
HYD-GAU,6E,2017,7,0.09627,0.19058,1.98,240
WUH-HUZ,HO,2017,1,0.00322,0.01524,4.735,1080
NAY-WUA,KN,2017,1,0.00539,0.01537,2.85,1080
TSY-HLP,IW,2017,19,0.86961,0.90905,1.045,120
WUA-INC,JR,2017,35,0.32337,0.49785,1.54,480
CGY-DGT,DG,2017,1,0.0,0.02384,,720
BKK-PKZ,QV,2017,2,0.0,0.45521,,360
IXM-DEL,IX,2017,49,0.11835,0.49512,4.183,1080
TLQ-XIY,CZ,2017,91,0.85453,0.89776,1.051,120
JED-SOC,JT,2017,6,0.04192,0.1454,3.468,360
PEE-OVB,S7,2017,17,0.80295,0.82119,1.023,960
BAV-CSX,MF,2017,35,0.07666,0.15975,2.084,360
PRG-XIY,MU,2017,109,0.34917,0.36785,1.053,0
JTR-ORY,TO,2017,42,0.51261,0.79368,1.548,480
LWN-VKO,DP,2017,42,0.60402,0.82425,1.365,720
HRG-CRL,TB,2017,16,0.00601,0.231,38.461,240
BOD-BGY,FR,2017,45,0.14077,0.18561,1.319,240
SEN-LYS,BE,2017,39,0.18684,0.25969,1.39,360
RAI-PDL,S4,2017,8,0.38524,0.48028,1.247,600
LIL-NAP,U2,2017,11,0.05366,0.33506,6.244,840
LYS-NUE,A5,2017,12,0.019,0.02123,1.117,360
LED-BUD,W6,2017,38,0.01602,0.06561,4.095,120
NQN-BHI,AR,2017,1,1.0,1.0,1.0,
MVD-BOG,AV,2017,70,0.52819,0.62408,1.182,0
ICN-MEX,AM,2017,77,0.3444,0.47207,1.371,1080
DOY-NAY,KN,2017,26,0.32535,0.54898,1.687,360
NDR-NRN,FR,2017,6,0.11322,0.11322,1.0,
DEN-BZE,WN,2017,14,0.88045,0.96286,1.094,480
MCO-GIG,JJ,2017,22,0.04999,0.05347,1.07,1200
YOW-YSJ,PD,2017,1,0.05007,0.05007,1.0,
BOM-YYZ,AC,2017,108,0.57466,0.62181,1.082,960
MYD-MBA,SBK,2017,8,0.89247,0.91281,1.023,1200
KEU-MYD,SBK,2017,1,0.0,1.0,,0
ANA-ASV,RRV,2017,1,0.0,1.0,,0
CRL-TUN,TB,2017,15,0.21493,0.23803,1.107,960
BKS-DJB,IW,2017,2,0.33333,0.98257,2.948,360
PAT-HYD,SG,2017,24,0.34762,0.4378,1.259,120
ZUH-YCU,CA,2017,4,0.00307,0.04398,14.304,480
YIN-KRL,CZ,2017,4,0.00731,0.02435,3.331,480
FOC-JNG,FM,2017,5,0.0,0.01581,,600
AXF-BAV,JR,2017,12,0.90493,0.96831,1.07,480
ABA-OVB,S7,2017,29,0.79652,0.81988,1.029,240
CBO-ZAM,DG,2017,2,0.77816,1.0,1.285,0
DMM-KTM,H9,2017,22,0.86568,0.86662,1.001,240
DEL-ARN,AI,2017,82,0.24155,0.35082,1.452,480
LAS-MSN,F9,2017,8,0.00465,0.00925,1.988,240
SWF-BGO,D8,2017,33,0.91844,0.9277,1.01,120
TPA-KEF,FI,2017,22,0.02507,0.09393,3.747,0
VIE-SYZ,OS,2017,14,0.25987,0.30042,1.156,0
FMM-WMI,FR,2017,3,0.42434,0.52055,1.227,840
KGL-DOH,QR,2017,91,0.36202,0.36253,1.001,600
NBO-NDJ,AT,2017,5,0.00751,0.04491,5.978,480
AUS-IND,G4,2017,17,0.01649,0.01664,1.009,840
LGB-DEN,WN,2017,100,0.14971,0.2562,1.711,360
JJN-HJJ,ZH,2017,1,0.0,0.01749,,720
BDO-HLP,IW,2017,23,0.28768,0.30343,1.055,240
BPN-MJU,IW,2017,1,1.0,1.0,1.0,
SFS-MNL,AO,2017,83,0.94964,0.96055,1.011,600
HGH-SPN,JD,2017,2,0.11559,0.11559,1.0,
HET-LYA,CZ,2017,9,0.00461,0.00874,1.896,480
TAE-BKK,TW,2017,52,0.3661,0.55275,1.51,120
CSX-UTP,SL,2017,5,0.00096,0.05457,56.992,720
BAV-UCB,HO,2017,1,0.0,1.0,,0
SHE-JJN,ZH,2017,12,0.03608,0.05399,1.496,840
LJG-TNA,JD,2017,13,0.12138,0.12138,1.0,
KRY-XIY,MU,2017,93,0.29744,0.631,2.121,240
JED-PDG,JT,2017,6,0.04388,0.06549,1.493,1320
SVO-LIS,SU,2017,48,0.06254,0.1446,2.312,240
ABZ-RIX,BT,2017,18,0.09169,0.17222,1.878,240
AES-KSU,WF,2017,2,1.0,1.0,1.0,
GRX-MXP,U2,2017,68,0.15287,0.18864,1.234,480
CIA-TRS,FR,2017,3,0.22809,0.46006,2.017,240
NTE-SXF,TO,2017,64,0.31355,0.32523,1.037,480
BWI-LNS,9X,2017,2,0.0,0.57974,,600
MCO-OKC,F9,2017,10,0.00157,0.00725,4.611,480
CFU-SVO,EL,2017,67,0.88426,0.91763,1.038,840
LIS-ZAG,OU,2017,17,0.08242,0.20199,2.451,600
MAD-SAP,UX,2017,9,0.50137,0.55645,1.11,1320
CIY-NRN,FR,2017,6,0.31114,0.61966,1.992,120
SDR-RAK,FR,2017,3,0.00629,0.04428,7.037,480
DUS-BGW,IA,2017,14,0.00559,0.06713,12.004,600
SXF-BLL,FR,2017,22,0.04261,0.04637,1.088,480
LCY-PRG,BA,2017,41,0.08513,0.08513,1.0,
LPL-MXP,FR,2017,57,0.13641,0.15442,1.132,600
LAX-XMN,MF,2017,75,0.06086,0.08353,1.372,1080
ZZU-LLW,NYS,2017,8,0.81923,1.0,1.221,120
PZL-MQP,SA,2017,7,0.95556,1.0,1.047,120
XMN-JNG,SC,2017,5,0.00205,0.00502,2.448,600
YSQ-TAO,HO,2017,41,0.86169,0.97784,1.135,480
HYD-IXE,SG,2017,6,0.00189,0.01035,5.468,960
LBJ-KOE,IW,2017,4,0.2,1.0,5.0,120
YTY-FOC,9C,2017,48,0.06097,0.06097,1.0,
RGN-PNH,EK,2017,14,0.30632,0.35168,1.148,240
ZYI-NKG,MU,2017,19,0.01307,0.18562,14.197,360
WMT-TSN,CA,2017,28,0.22487,0.97467,4.334,240
CKG-TVS,G5,2017,1,0.0,0.00342,,360
JIQ-NGB,GJ,2017,9,0.08514,0.24668,2.897,360
CKG-LYG,CA,2017,10,0.0033,0.12194,36.911,360
YNZ-SJW,9C,2017,13,0.12075,0.18085,1.498,840
PVG-TLV,HU,2017,59,0.02542,0.03469,1.365,960
KDI-AMQ,IW,2017,7,0.0,1.0,,240
AOJ-TSN,BK,2017,52,0.33288,0.67535,2.029,120
LEI-LUX,LG,2017,16,0.06058,0.10369,1.712,840
LIL-TUN,BJ,2017,15,0.12886,0.29237,2.269,720
LAP-PVR,A7,2017,9,0.258,0.26695,1.035,480
PDX-MCO,AS,2017,28,0.03749,0.09793,2.612,840
EUG-PHX,AA,2017,60,0.0974,0.14482,1.487,360
EWR-EYW,UA,2017,3,0.00712,0.00917,1.288,360
ADD-WDH,ET,2017,7,0.03208,0.18949,5.907,0
CEH-LIX,NYS,2017,2,1.0,1.0,1.0,
ADD-HAH,ET,2017,4,5e-05,0.96303,19037.489,120
PNY-HYD,SG,2017,26,0.37495,0.45851,1.223,1080
YNZ-CTU,EU,2017,51,0.24438,0.42793,1.751,120
NNG-JUH,GX,2017,6,0.0035,0.25133,71.855,360
KIX-DAD,BL,2017,14,0.1258,0.20315,1.615,960
SIN-HIJ,MI,2017,6,0.08798,0.08798,1.0,
HNY-NNG,SC,2017,17,0.36874,0.59607,1.616,480
BTH-TNJ,IW,2017,2,0.0,0.22222,,480
HFE-LJG,JD,2017,3,0.02612,0.05893,2.256,240
HGH-ENY,MU,2017,1,0.11261,0.13774,1.223,480
CSX-KBV,E3,2017,4,0.00962,0.0302,3.139,720
TKJ-HKB,Q5,2017,1,1.0,1.0,1.0,
CJB-PNQ,9W,2017,8,0.09372,0.10261,1.095,480
FOC-LJG,JD,2017,3,0.01225,0.03356,2.74,240
TAG-DVO,DG,2017,2,0.0187,0.21572,11.536,840
LUM-FOC,DR,2017,17,0.10215,0.17862,1.749,240
WMT-CSX,HO,2017,42,0.7748,0.9954,1.285,480
YNT-SWA,FM,2017,11,0.01504,0.04109,2.731,480
TLQ-KHG,CZ,2017,1,0.0,1.0,,240
KHN-XIC,3U,2017,1,0.0,0.01712,,720
MFM-KOS,LQ,2017,1,0.0,0.0327,,840
MDC-PVG,JT,2017,132,0.76314,0.89567,1.174,120
OAG-BNE,FC,2017,35,0.35747,0.41493,1.161,360
CTA-DME,S7,2017,81,0.64908,0.66161,1.019,720
GDN-WRO,FR,2017,21,0.04163,0.09634,2.314,840
SNN-PVD,D8,2017,13,0.00706,0.1663,23.56,1320
SCL-MEL,LA,2017,47,0.37522,0.51296,1.367,960
TZA-PND,9N,2017,2,0.14746,0.17266,1.171,840
GEG-ORD,UA,2017,141,0.19437,0.29911,1.539,360
SRQ-EWR,UA,2017,66,0.34945,0.42419,1.214,840
SBP-DEN,UA,2017,98,0.45409,0.49744,1.095,360
ADD-VFA,ET,2017,4,0.00215,0.05103,23.781,240
VFA-GBE,ET,2017,3,0.96514,0.98392,1.019,600
MBA-HAH,B5,2017,4,0.0,1.0,,0
VNS-JAI,SG,2017,7,0.26937,0.37356,1.387,120
XNN-LYA,GJ,2017,10,0.00141,0.01985,14.059,360
JAI-IDR,9W,2017,6,0.30539,0.61572,2.016,600
KTM-XIY,TV,2017,76,0.18009,0.21084,1.171,240
JED-BDO,JT,2017,17,0.01312,0.01749,1.333,1320
DUM-PKU,IW,2017,7,0.77519,0.95379,1.23,240
